N,P,K,temperature,humidity,ph,rainfall,label
90,8,51,25.4911,85.464,6.1102,44.3633,watermelon
89,24,54,25.8577,82.0487,6.9348,46.7478,watermelon
95,20,48,24.5858,85.0854,6.7529,52.2205,watermelon
89,5,53,25.6872,81.0952,6.6473,49.1383,watermelon
92,5,57,26.99,81.7961,7.0081,57.0206,watermelon
100,19,45,27.0689,85.503,6.8451,58.5525,watermelon
98,23,47,25.6616,91.4884,6.8289,45.0174,watermelon
100,24,47,25.1794,85.4645,6.7742,51.9305,watermelon
100,14,53,24.4529,85.3823,6.9654,52.0616,watermelon
91,28,49,26.5959,82.4306,7.011,57.7528,watermelon
96,33,45,25.2276,88.4121,7.0463,65.8208,watermelon
90,22,48,24.9122,81.5639,6.7549,43.5365,watermelon
88,30,51,25.4182,84.1037,6.2928,42.8646,watermelon
81,27,50,24.2353,84.7788,6.9137,40.0039,watermelon
90,27,53,26.3712,85.6729,6.8655,47.1104,watermelon
95,8,48,24.8729,84.9617,6.6229,46.7311,watermelon
99,25,53,24.3257,90.6635,6.7444,54.5407,watermelon
86,10,48,24.7894,81.4005,6.6343,59.3394,watermelon
89,19,52,26.7274,85.4657,6.8752,59.0519,watermelon
88,10,50,24.9912,85.3146,6.1165,50.0403,watermelon
95,6,56,25.374,82.3321,6.8235,54.7233,watermelon
84,10,52,23.5938,83.1316,6.7007,58.7536,watermelon
91,15,43,29.8618,94.91,6.7931,22.6988,muskmelon
78,14,50,27.2598,95.2952,6.14,28.5358,muskmelon
96,6,50,29.6246,93.4503,5.9977,32.3259,muskmelon
93,7,45,29.1382,93.4473,6.5844,28.9795,muskmelon
101,19,51,29.9558,93.7473,6.3627,29.1689,muskmelon
89,10,55,28.7249,90.2435,6.1819,18.2456,muskmelon
88,27,47,28.1946,94.5522,6.0292,33.6541,muskmelon
87,25,51,28.4349,97.3236,6.1163,28.3666,muskmelon
88,26,53,28.7129,93.2438,6.2085,20.5537,muskmelon
94,6,54,30.3871,94.972,6.6047,22.1443,muskmelon
93,18,52,27.1066,94.3215,6.5284,14.0704,muskmelon
99,10,46,28.3541,91.1697,6.4883,19.2943,muskmelon
96,3,56,28.249,89.9617,6.0475,32.6755,muskmelon
82,28,56,29.4942,90.9929,6.9497,33.8735,muskmelon
91,14,51,29.0242,88.6017,6.2007,22.7032,muskmelon
85,11,51,30.1641,95.172,6.2497,23.6347,muskmelon
93,30,52,30.4459,94.594,6.3076,35.7174,muskmelon
87,13,52,29.0956,91.1941,6.4249,28.9199,muskmelon
96,20,49,28.9053,94.0281,6.8658,37.1606,muskmelon
98,12,48,28.9265,91.2043,6.857,24.7619,muskmelon
91,10,46,28.48,94.3856,6.071,34.2234,muskmelon
98,16,52,29.7075,90.7416,6.5835,30.2232,muskmelon
85,20,55,28.4146,95.0671,6.6085,22.3927,muskmelon
99,10,46,26.7782,91.0167,6.3137,24.6554,muskmelon
87,20,48,29.066,90.4493,6.6626,25.6143,muskmelon
85,20,44,29.8988,94.1559,6.4474,28.0894,muskmelon
91,21,51,26.3412,94.7692,6.1955,34.7904,muskmelon
79,25,54,29.5925,94.3276,6.4977,14.7656,muskmelon
83,5,56,25.6437,95.312,6.2452,23.0783,muskmelon
88,31,51,28.9859,92.3866,6.7301,13.6229,muskmelon
89,17,48,27.0529,93.2698,6.7146,26.4591,muskmelon
89,26,55,29.4631,93.9873,6.5398,35.6456,muskmelon
91,14,46,27.6245,92.4976,6.2626,35.4338,muskmelon
91,20,53,27.2874,90.2275,6.1122,22.4078,muskmelon
82,26,51,26.5774,94.4486,6.4182,30.0022,muskmelon
101,5,53,28.0973,96.1335,6.4866,23.0238,muskmelon
96,16,53,29.466,92.0977,6.2857,31.4789,muskmelon
96,22,54,29.0174,94.5514,6.5292,24.1788,muskmelon
93,15,49,28.9321,91.5514,6.521,28.6005,muskmelon
98,8,57,29.6428,93.0883,6.2223,25.2394,muskmelon
82,9,51,26.6462,96.5995,6.7421,18.2019,muskmelon
98,19,45,27.4956,92.1794,6.403,29.1403,muskmelon
95,9,52,29.3004,93.5366,6.7541,29.9545,muskmelon
84,22,54,28.7521,91.6542,6.5552,19.0505,muskmelon
98,28,50,29.1064,93.4652,6.6379,29.4896,muskmelon
99,14,49,29.481,93.2089,6.0511,33.5996,muskmelon
93,7,50,29.3727,91.4077,6.7776,14.4977,muskmelon
100,18,50,27.8966,92.3749,6.2393,20.741,muskmelon
79,14,50,28.7201,94.5243,6.7001,25.2344,muskmelon
93,26,52,29.8962,89.6881,6.0179,26.7832,muskmelon
100,27,52,27.4481,92.4914,6.2225,13.6633,muskmelon
96,8,48,28.9014,91.4429,6.2957,23.4444,muskmelon
93,21,47,27.7681,90.2778,6.2327,24.695,muskmelon
95,17,50,29.2905,93.3366,6.2834,24.5811,muskmelon
97,20,47,26.7949,93.009,6.3522,15.8672,muskmelon
92,20,53,28.445,93.4787,6.527,26.8338,muskmelon
87,16,53,28.3077,93.2497,6.1973,34.6325,muskmelon
84,22,49,28.0434,92.8963,6.8739,30.5291,muskmelon
93,21,55,27.342,90.3135,6.1242,13.5497,muskmelon
97,15,56,27.5433,90.5917,6.4109,30.466,muskmelon
91,16,52,27.9783,94.4283,6.7488,25.9195,muskmelon
99,8,53,28.7362,92.4356,6.5665,36.2056,muskmelon
95,15,46,27.1669,89.8615,6.3547,25.2423,muskmelon
92,22,48,29.0299,92.2243,6.9501,22.3942,muskmelon
83,11,49,28.8817,91.8068,6.2722,22.958,muskmelon
97,11,45,27.1163,91.4115,6.6466,20.211,muskmelon
90,25,50,28.182,92.1776,6.8261,26.1313,muskmelon
82,22,46,28.409,91.2758,6.5013,24.9707,muskmelon
90,19,49,27.9731,95.8888,6.1688,31.3193,muskmelon
94,27,49,28.5174,91.8454,6.4198,21.0186,muskmelon
83,27,48,26.6806,89.7146,6.7156,23.0178,muskmelon
85,26,55,29.5094,91.7543,6.3985,41.8886,muskmelon
80,17,50,29.8863,92.0456,6.3141,20.9456,muskmelon
97,6,48,29.5092,94.7375,6.6396,15.7982,muskmelon
85,19,46,29.457,93.6913,5.9945,33.0019,muskmelon
95,26,42,28.8662,92.1974,6.2362,22.1785,muskmelon
94,27,50,29.16,90.7217,6.3323,18.9846,muskmelon
84,15,53,29.4109,95.4054,6.2172,21.0694,muskmelon
83,13,47,30.2745,96.0838,6.6254,35.8238,muskmelon
94,10,56,29.2513,91.7487,6.2435,18.5101,muskmelon
101,21,48,29.7874,91.092,5.8929,31.0389,muskmelon
91,25,57,29.7197,93.4977,6.8752,25.8338,muskmelon
81,5,54,28.8346,95.4453,6.3194,22.9113,muskmelon
95,14,57,30.3475,89.0695,6.0922,24.2602,muskmelon
80,14,51,29.136,91.2007,6.4947,23.9868,muskmelon
80,12,51,29.1751,89.9508,6.3129,25.7298,muskmelon
93,13,51,28.1413,93.9762,6.3666,39.5387,muskmelon
80,16,54,30.9497,91.8218,6.3657,21.2485,muskmelon
94,14,47,29.5833,92.0191,6.5397,29.0498,muskmelon
96,9,49,29.0506,92.9366,6.8725,23.8683,muskmelon
88,9,49,28.48,94.3556,6.2893,31.1032,muskmelon
93,29,44,29.0621,91.4858,6.655,15.2097,muskmelon
96,21,49,28.1738,94.465,6.8789,26.2357,muskmelon
89,9,52,29.2524,89.3047,6.7788,26.7121,muskmelon
84,23,50,27.7515,93.1417,6.7447,28.6051,muskmelon
85,28,55,28.9056,94.2059,6.001,25.6562,muskmelon
82,10,51,27.2252,92.1748,6.6899,18.0333,muskmelon
93,20,53,29.3544,93.2543,6.296,26.5204,muskmelon
80,27,53,28.3584,94.1227,6.1278,25.1883,muskmelon
92,23,51,29.0584,92.4479,6.0576,29.8833,muskmelon
16,134,199,21.7781,92.2628,6.0738,101.5534,apple
34,130,196,23.9268,92.2226,5.6977,110.8974,apple
12,126,201,21.9764,92.0552,6.3748,107.2735,apple
31,119,203,23.0184,93.2938,6.3299,116.2155,apple
11,139,201,21.7146,94.9488,5.6219,125.6532,apple
2,131,204,20.9373,95.2205,6.2574,129.1491,apple
9,130,192,22.1974,92.7844,6.4661,127.1703,apple
30,126,206,21.3453,95.7108,5.7191,108.5389,apple
8,129,201,22.4096,95.5393,6.555,111.1747,apple
5,135,200,20.6052,93.8466,6.1487,96.4842,apple
5,137,193,21.5443,91.092,6.2162,100.7767,apple
2,121,203,21.6907,93.668,6.3137,142.3993,apple
25,124,198,22.336,93.1958,5.7149,101.7554,apple
27,126,202,22.3364,96.2022,6.0519,115.4452,apple
10,137,196,21.6267,92.4596,6.0131,101.4985,apple
37,147,199,22.8649,91.9698,5.7944,103.7855,apple
5,143,199,21.5991,91.6781,5.8645,120.3488,apple
16,117,200,21.2354,90.3803,5.8446,116.2624,apple
8,134,200,21.6155,90.8439,5.8037,116.5098,apple
32,121,202,21.0714,91.9069,6.3878,108.8743,apple
28,126,202,21.717,88.4778,5.8662,132.132,apple
30,133,203,22.4757,90.5071,6.1367,122.2922,apple
0,135,204,21.7874,90.7578,6.5522,114.0997,apple
27,125,201,22.423,89.6324,6.0059,121.8515,apple
22,134,206,22.4764,93.1645,6.3216,108.026,apple
23,137,199,22.819,90.7208,6.4431,110.1455,apple
17,134,197,23.43,92.9697,6.3619,119.1303,apple
27,135,206,22.0573,90.8416,6.6978,107.8815,apple
5,133,200,23.2943,92.9979,6.3528,117.3666,apple
35,131,194,22.7908,92.9521,5.8316,100.1623,apple
29,125,209,24.0606,91.5928,6.0952,113.2513,apple
42,126,205,24.4393,91.9439,6.1454,106.5187,apple
39,133,196,22.3837,93.0786,5.4823,108.918,apple
23,133,192,21.9639,92.4981,5.8451,125.9029,apple
14,139,201,22.4133,93.1934,6.2921,132.5998,apple
17,135,201,22.4447,90.772,5.6598,116.1334,apple
5,128,204,23.3399,94.7089,5.7188,110.9762,apple
19,135,205,23.7686,93.2331,6.224,113.0298,apple
9,146,203,21.1522,94.1194,6.0614,118.7369,apple
28,144,201,23.7779,88.8609,5.5938,120.9308,apple
25,142,203,23.743,94.0367,6.1913,119.0443,apple
39,145,208,21.8971,92.1258,6.5424,109.262,apple
36,125,205,23.7455,94.1712,6.1581,109.1231,apple
21,128,195,21.8313,92.7552,5.517,107.0911,apple
34,131,194,22.8107,90.4428,5.5908,119.2013,apple
7,136,204,22.5272,94.9703,6.0904,105.0191,apple
36,127,198,22.2796,93.9733,6.4022,101.8295,apple
40,136,204,22.3667,93.2111,6.0628,117.7088,apple
22,124,198,24.2002,94.1566,6.4936,119.5887,apple
29,123,197,22.4542,92.5026,5.7652,115.835,apple
16,133,207,20.9263,92.6155,6.21,114.2558,apple
30,141,197,21.4691,92.8177,6.565,106.7969,apple
13,142,194,21.6658,92.5929,5.5013,108.2341,apple
27,140,203,21.425,96.4502,6.1069,118.8975,apple
36,128,202,23.2095,91.3669,6.483,115.8679,apple
17,119,203,22.396,94.4192,5.5757,100.3058,apple
11,131,193,22.9879,94.6664,6.4496,102.4869,apple
3,126,197,21.683,93.1394,6.1244,104.8879,apple
19,125,197,23.4532,91.2619,6.0937,106.029,apple
31,131,205,23.8053,91.711,5.7589,100.0678,apple
12,122,203,22.0308,94.9454,6.0934,124.3489,apple
35,134,195,22.5511,91.3472,5.7004,99.1051,apple
19,127,204,20.8215,93.4529,6.2495,126.3738,apple
26,128,198,20.5444,94.5302,6.0764,113.1569,apple
26,136,200,21.1465,90.1817,6.4357,100.4769,apple
42,127,198,22.7599,92.7243,5.6714,125.9731,apple
26,124,199,21.8891,94.0712,6.2482,113.8383,apple
39,139,205,21.6915,94.9694,6.41,123.3495,apple
2,131,195,21.6127,94.5251,6.2597,120.1385,apple
10,131,196,23.595,92.9644,5.6434,117.0602,apple
25,142,199,21.6067,94.3915,6.2188,90.3013,apple
11,144,197,22.0748,92.1782,5.6344,113.2112,apple
9,145,202,23.0107,90.1231,5.7738,107.2432,apple
3,126,193,23.7707,91.9564,6.3896,126.2216,apple
5,117,204,22.5104,90.6146,5.582,134.3199,apple
35,139,199,23.9713,90.3193,5.4577,126.5645,apple
22,139,198,21.5336,91.2679,6.3447,117.6825,apple
11,139,205,23.6067,92.6263,5.513,111.459,apple
15,133,203,20.9881,95.1432,5.4389,111.6638,apple
33,138,198,23.7196,94.7909,6.0826,106.0687,apple
2,119,205,23.9921,93.452,5.5725,110.7821,apple
33,124,197,22.8216,91.672,5.9779,112.2388,apple
26,148,200,22.1616,91.6375,6.1681,113.7785,apple
16,144,194,23.3783,92.475,5.843,105.1105,apple
17,142,201,21.91,91.5622,5.7043,125.7926,apple
33,139,199,22.1416,92.4715,6.1551,122.2328,apple
26,142,192,23.5275,92.4918,5.5465,116.0279,apple
11,127,205,23.5386,94.0819,6.0894,121.9471,apple
25,140,195,21.1166,92.3628,6.397,115.0848,apple
38,137,203,22.7133,91.0864,6.5105,119.4604,apple
33,123,204,21.7644,92.41,5.8087,108.5956,apple
19,128,199,22.607,95.3763,5.8556,114.1002,apple
32,139,202,21.8313,91.5876,5.8715,109.9854,apple
5,138,201,22.1377,92.5168,6.5996,123.0118,apple
35,132,201,21.9445,92.1501,5.8436,119.3677,apple
9,132,198,21.805,91.0097,6.3821,127.0452,apple
2,134,200,21.7728,89.8172,6.1773,107.6089,apple
24,128,206,21.1646,93.4732,5.8584,116.4523,apple
13,129,194,21.1611,94.6096,6.2979,109.802,apple
9,138,197,23.0797,94.5811,5.8295,119.6699,apple
10,9,6,23.352,89.8137,6.4378,104.7055,orange
39,20,9,30.2755,93.1812,7.1265,113.6744,orange
27,13,3,18.6303,93.2129,7.6283,108.0859,orange
35,26,13,35.5013,89.8562,7.3243,118.5262,orange
31,8,9,31.6729,91.6377,6.5677,107.7404,orange
35,19,9,26.7578,91.7597,7.809,124.7653,orange
12,25,8,26.0064,90.2833,6.9032,115.5391,orange
24,14,4,22.8443,90.5927,7.3066,103.7843,orange
13,18,12,16.7722,94.7806,7.4986,98.5945,orange
14,24,11,13.062,93.6527,7.6562,114.0911,orange
2,28,8,11.4076,88.8316,6.037,99.5347,orange
9,28,11,12.292,94.4853,7.1203,109.0597,orange
28,7,2,31.1703,92.2893,6.8237,108.4261,orange
15,27,3,15.8308,94.2228,6.4177,116.5166,orange
25,21,9,23.0559,93.2998,7.4002,105.0375,orange
5,29,17,13.0794,92.8268,6.8963,96.1014,orange
11,15,9,28.3197,92.9333,7.3144,110.0146,orange
39,8,12,13.1125,93.0415,7.8461,114.4392,orange
14,7,5,26.0484,92.8144,6.3254,109.6422,orange
5,16,12,30.9232,94.1787,7.0168,112.4758,orange
7,14,9,22.2947,92.9421,7.9423,102.1361,orange
29,6,13,26.8104,95.2777,7.9794,103.8715,orange
18,19,11,11.6586,93.3875,7.0138,112.3783,orange
11,13,12,26.7319,91.9062,6.0173,104.3724,orange
23,20,16,29.5027,93.3667,5.9752,109.9922,orange
1,11,5,19.4139,94.6855,6.3354,105.6941,orange
7,22,11,25.6259,92.8266,6.9474,100.689,orange
32,30,8,31.9009,92.2959,7.9114,109.5842,orange
12,15,13,19.2634,91.3145,7.8537,116.5074,orange
13,22,5,11.2779,95.2839,6.0321,122.0743,orange
16,23,15,19.1806,93.759,6.8128,105.4472,orange
33,21,15,19.2239,92.9462,7.6984,99.1085,orange
27,2,12,24.1026,90.8016,7.4021,115.0149,orange
12,25,10,33.5992,88.7371,7.1838,116.558,orange
15,15,10,20.2907,94.9201,7.8348,111.2372,orange
33,26,8,29.1986,91.938,7.2624,109.5655,orange
11,14,5,20.6157,95.8889,6.5282,111.5512,orange
31,19,12,26.6453,90.6185,6.3484,111.4885,orange
23,7,12,21.5198,91.0997,7.9718,108.0263,orange
11,16,10,34.5502,93.5842,7.5204,125.425,orange
8,15,8,17.7526,91.2331,7.0129,113.5582,orange
41,17,13,18.1006,92.1086,6.9891,114.2592,orange
6,25,15,28.86,92.5216,6.5716,119.5598,orange
12,18,12,11.4398,92.1656,5.8903,104.8886,orange
20,27,6,14.3917,93.3902,7.2719,100.9199,orange
6,15,12,16.0685,89.3352,6.8142,101.0922,orange
20,17,6,22.4617,91.4033,6.996,114.3619,orange
33,21,15,13.292,92.1396,7.8994,109.1575,orange
2,26,13,14.9094,91.3697,7.6203,106.9138,orange
32,21,10,24.8306,90.1046,5.9964,100.3895,orange
9,11,10,20.1581,93.9755,6.7824,101.4088,orange
19,22,12,27.8791,90.0095,6.8117,103.3791,orange
14,17,20,21.2777,92.4809,6.2302,93.3079,orange
10,29,6,22.1585,91.2978,6.0824,106.7699,orange
24,20,13,25.1576,95.9075,6.0835,115.6011,orange
30,9,10,25.6777,94.647,7.7677,115.5493,orange
22,23,7,26.6333,94.937,6.9687,114.5617,orange
27,13,9,32.8492,91.8788,7.2749,96.5341,orange
30,24,5,20.6551,90.5383,7.1996,126.3822,orange
34,14,11,23.7736,91.0588,6.2997,107.8158,orange
26,28,12,15.6665,93.182,6.8295,112.6047,orange
13,21,16,25.0527,92.8141,7.2367,95.4763,orange
7,18,14,18.1634,92.3217,7.9448,115.3298,orange
16,13,11,16.9386,91.2378,6.9975,111.0458,orange
23,25,9,33.0805,92.4951,6.5348,107.7114,orange
7,7,8,20.2232,91.179,6.8183,112.9024,orange
16,25,6,19.6195,91.1745,6.3117,100.9013,orange
4,27,7,34.7403,92.0902,6.9125,125.4387,orange
20,19,12,22.3528,92.6137,7.7346,110.9233,orange
35,12,7,17.0116,92.0512,7.5443,108.0693,orange
12,6,13,25.2636,93.8401,7.0242,111.5192,orange
9,29,4,28.4231,93.1183,6.1727,107.2175,orange
8,13,7,35.1896,92.1264,6.6878,117.3927,orange
31,29,13,14.3795,90.832,6.9564,107.9165,orange
3,21,12,28.2441,93.1661,6.2563,116.6348,orange
7,14,10,11.765,93.0381,6.5417,115.7787,orange
0,21,14,11.5594,90.6082,7.317,117.0699,orange
36,5,11,28.8454,93.8097,7.7924,114.7409,orange
0,8,16,19.3445,94.2153,7.5749,103.2828,orange
18,17,13,11.6179,96.0181,7.4697,107.391,orange
12,6,14,17.3487,94.2578,7.6254,120.8155,orange
18,31,9,32.1609,91.7153,7.1724,98.712,orange
28,5,13,24.7125,94.526,6.3376,118.9441,orange
38,21,4,19.8041,92.9523,7.0934,107.4365,orange
28,17,8,31.7792,92.4548,6.5192,119.0266,orange
26,17,6,10.9038,91.9154,7.9272,110.8867,orange
12,24,8,27.7334,95.3197,6.6893,100.6655,orange
11,17,10,25.7813,93.5371,7.2181,104.9131,orange
38,32,7,17.4917,96.3874,6.8515,111.2842,orange
28,33,11,20.8892,93.4514,7.3527,100.1054,orange
15,5,11,24.3798,92.8186,6.2875,118.7755,orange
35,16,3,15.1124,92.356,7.1556,107.3339,orange
22,26,8,20.7782,92.0403,7.0938,119.9438,orange
24,8,12,14.53,91.3184,6.9103,95.7009,orange
2,20,11,15.7718,93.0241,6.1721,120.4284,orange
2,28,3,13.7857,91.935,7.9648,97.6167,orange
30,26,7,14.8008,93.9097,5.9194,109.1689,orange
16,26,12,18.5948,93.5416,7.6543,113.4908,orange
19,12,9,30.9964,90.8478,7.0595,107.0015,orange
25,16,6,21.7602,95.0744,6.811,104.8577,orange
44,62,50,32.2543,94.5738,7.0875,222.9094,papaya
60,63,46,29.1554,90.4496,6.7036,111.7785,papaya
32,62,51,40.4374,92.7474,6.8246,119.5264,papaya
42,51,54,33.4095,92.4811,6.6169,124.7669,papaya
69,70,49,30.9131,93.7202,6.6319,184.1655,papaya
56,47,54,36.7952,90.8115,6.7055,222.5386,papaya
49,63,48,25.1836,93.3517,6.5696,235.0904,papaya
50,71,48,37.2651,93.5629,6.7355,222.843,papaya
35,54,52,27.9936,92.8609,6.9308,137.2228,papaya
34,50,44,39.6213,90.0078,6.6705,146.0911,papaya
41,48,49,33.6403,95.1525,6.6398,218.2735,papaya
53,68,54,29.1519,93.1251,6.5679,131.4228,papaya
33,56,50,29.9387,94.4881,7.0207,105.8906,papaya
54,66,54,44.4802,92.6288,6.9535,146.8457,papaya
51,59,55,37.1249,93.5473,6.9924,228.079,papaya
31,57,52,33.9888,93.36,7.0014,189.1128,papaya
43,67,52,41.2321,92.1916,6.6838,142.9848,papaya
54,50,52,39.0611,93.1735,7.068,134.935,papaya
42,53,53,28.0494,93.0304,6.6646,212.3549,papaya
55,71,46,35.5537,93.3418,6.4063,99.6378,papaya
50,69,46,33.0809,93.737,6.5542,96.5163,papaya
35,48,53,24.6654,94.66,6.3883,191.8243,papaya
45,50,52,35.4234,92.5718,6.569,191.1006,papaya
50,49,55,25.2183,91.9201,7.0427,108.1076,papaya
65,49,44,37.0011,94.7116,6.8787,250.0424,papaya
40,56,52,27.0138,94.8144,6.4029,176.7182,papaya
46,69,55,38.3347,90.9471,6.6456,134.9045,papaya
33,48,52,31.7831,91.4963,6.5881,107.4591,papaya
38,54,46,28.6241,90.4961,6.6863,225.5854,papaya
54,54,44,31.5703,92.675,6.9242,245.1026,papaya
54,46,50,42.0421,94.2908,6.6399,83.5679,papaya
69,51,53,29.6223,92.7931,6.8746,97.6643,papaya
36,63,46,30.0417,95.0707,7.0481,197.4367,papaya
41,46,46,27.1055,92.7935,7.0063,192.4799,papaya
45,50,50,37.8211,92.6294,6.7577,110.934,papaya
61,50,46,31.1897,93.7392,7.001,177.5922,papaya
40,47,46,39.7219,91.6182,6.789,240.2985,papaya
64,48,49,28.8605,93.2754,6.7214,162.2177,papaya
45,51,51,35.5322,94.6054,6.86,228.8446,papaya
42,53,51,34.8273,95.2937,7.04,124.6474,papaya
29,54,51,41.3208,93.7439,6.5835,174.7581,papaya
27,68,54,27.5975,93.2533,6.6834,209.3302,papaya
34,67,55,31.074,90.0376,6.6047,136.4359,papaya
65,59,55,29.2395,90.6725,6.4121,150.8994,papaya
48,58,46,28.5496,90.371,6.6609,250.1709,papaya
40,46,48,32.0118,89.7582,6.6212,205.8962,papaya
66,60,46,37.4627,92.497,6.4643,130.6983,papaya
57,67,45,26.9109,92.0889,6.6372,156.3083,papaya
56,50,47,29.8432,92.9775,7.1065,186.7821,papaya
48,49,50,33.9644,90.4043,7.0537,194.2934,papaya
44,51,55,24.1511,91.8655,6.4638,86.3014,papaya
54,57,46,42.0943,93.9739,6.9317,221.6612,papaya
61,60,52,31.3406,88.9588,6.6731,213.3626,papaya
48,52,55,35.1461,89.8021,6.8224,166.2078,papaya
56,68,46,25.1914,92.7808,6.9664,223.2826,papaya
40,54,47,29.9651,89.5227,6.7142,212.4436,papaya
58,63,52,35.8334,90.5323,6.7667,196.7937,papaya
33,67,56,30.259,95.7388,6.6848,204.0653,papaya
70,68,51,38.6142,92.3954,6.2943,105.1106,papaya
70,68,47,43.5238,91.5211,6.566,177.1777,papaya
33,56,54,38.0663,90.1786,6.771,132.957,papaya
67,48,49,26.184,92.715,6.832,251.8879,papaya
53,62,52,25.101,91.6458,6.8261,224.8347,papaya
34,56,55,29.5695,92.8684,6.8756,109.4962,papaya
36,73,54,28.3664,93.1633,6.344,141.6218,papaya
35,57,52,23.5391,90.2778,6.883,120.0533,papaya
60,69,50,40.1169,93.6226,6.6417,151.5078,papaya
66,56,54,29.2355,93.7407,6.5186,156.0975,papaya
55,60,51,33.4999,91.6395,6.7946,142.7227,papaya
44,55,52,30.8705,92.1587,6.9239,218.3136,papaya
57,58,53,36.336,91.9583,6.9306,89.1503,papaya
51,52,50,37.7456,91.2931,6.6501,223.239,papaya
66,46,44,33.9631,92.3319,6.8391,124.5375,papaya
58,51,50,24.8787,93.7471,6.7307,204.2466,papaya
33,57,51,37.8501,90.6048,6.873,152.3066,papaya
66,59,56,31.9633,93.1644,6.7336,128.9213,papaya
45,66,50,26.527,92.6751,6.6254,98.0968,papaya
58,60,46,24.7043,92.6691,6.5935,113.2362,papaya
57,70,52,24.0099,91.5705,6.5551,240.4809,papaya
46,61,51,34.966,94.2305,6.6598,167.6542,papaya
46,58,42,39.6105,90.1516,6.9144,142.201,papaya
30,54,46,28.1485,91.5752,6.5941,188.6153,papaya
61,46,56,26.5521,93.5811,6.6545,228.3163,papaya
36,49,47,33.6544,91.8714,6.6547,122.8534,papaya
50,50,52,40.3433,90.4162,6.6246,195.4129,papaya
43,53,52,24.1435,95.4649,6.9242,111.1881,papaya
51,53,49,30.7903,90.5141,6.7604,207.4056,papaya
49,63,49,36.7754,92.2085,6.4875,187.0687,papaya
32,63,51,37.92,90.0272,6.637,95.4802,papaya
56,62,49,38.8531,92.1778,6.6168,117.1553,papaya
42,53,46,28.9692,91.8768,6.7013,249.9691,papaya
36,54,47,29.0874,88.1863,6.8365,131.9525,papaya
45,55,50,23.6825,90.7095,6.8266,229.5636,papaya
45,57,48,36.2809,93.0553,6.7581,182.9174,papaya
54,71,47,32.7374,93.2115,6.7611,219.8315,papaya
61,51,49,34.4284,89.4364,6.711,230.9196,papaya
47,72,53,24.6163,93.7278,7.0265,206.716,papaya
45,48,50,35.6776,91.6116,7.0053,128.5232,papaya
36,47,50,37.8948,91.0959,6.9458,120.7144,papaya
40,49,51,29.1774,91.5713,6.6324,215.95,papaya
30,17,30,28.6495,90.0857,5.9908,187.3927,coconut
23,21,35,29.0777,97.8891,5.6366,145.2662,coconut
5,20,26,27.8062,95.6613,6.6233,206.9577,coconut
32,10,38,27.8134,95.4878,5.4037,158.3694,coconut
35,23,29,29.6977,95.3125,5.6342,139.8859,coconut
4,19,32,27.0506,97.7031,5.5655,151.3613,coconut
33,13,29,24.937,96.2259,6.2699,225.5564,coconut
2,21,36,29.1374,93.4266,6.3678,183.7164,coconut
26,23,34,29.6462,91.1579,6.1604,138.228,coconut
9,19,30,30.8328,93.4423,5.9225,135.8359,coconut
21,20,30,25.4806,92.2834,5.7878,136.0727,coconut
34,23,33,28.9868,90.9604,6.319,162.4575,coconut
18,15,34,26.1959,92.7346,6.3043,197.9996,coconut
22,17,35,26.239,89.5434,6.1234,161.2289,coconut
18,15,34,25.1177,97.8533,6.2394,161.7915,coconut
33,20,32,28.7163,96.62,6.3504,215.4762,coconut
23,27,24,27.9431,97.0564,6.1099,196.4921,coconut
16,20,35,30.4019,97.3615,6.1669,134.8296,coconut
17,26,25,27.6778,95.4296,6.1678,186.9076,coconut
4,12,33,26.3563,96.2665,5.992,181.2428,coconut
11,13,27,28.3525,96.376,5.7481,167.1829,coconut
41,27,38,30.355,95.6204,6.2123,129.6018,coconut
17,22,33,28.5238,97.8067,5.644,229.91,coconut
20,9,30,27.1238,96.4843,5.4856,193.9417,coconut
15,6,27,30.3128,94.4348,6.1827,160.3848,coconut
32,18,32,28.3307,89.954,5.528,172.3188,coconut
3,12,33,28.3756,93.9791,6.2594,188.3817,coconut
5,28,29,26.0867,88.8294,6.2415,200.6592,coconut
16,32,26,29.2711,95.3979,6.3115,135.2648,coconut
36,5,25,29.4856,96.2866,5.9632,210.7135,coconut
15,3,32,29.1807,91.0699,5.8925,187.8469,coconut
28,22,29,30.4184,95.7648,6.0733,176.8981,coconut
21,8,30,27.0091,98.0429,6.0387,173.9165,coconut
8,16,25,26.4124,94.7902,6.0097,144.0807,coconut
21,25,36,28.1109,94.3618,5.5426,197.1841,coconut
14,10,28,29.3595,91.1659,5.8306,179.7312,coconut
12,18,32,29.8906,97.565,6.0096,210.7525,coconut
7,14,25,28.272,91.6155,5.6678,204.608,coconut
37,10,29,28.5994,98.736,6.1932,205.9467,coconut
18,7,33,26.0316,96.9545,5.5897,175.7888,coconut
11,21,29,26.9652,95.077,6.3967,150.7241,coconut
25,19,26,28.0196,94.0274,6.0687,204.9605,coconut
27,24,27,26.6539,90.3057,6.0809,157.7673,coconut
19,11,25,27.0303,92.7312,6.0902,205.4079,coconut
24,8,29,27.0622,94.5745,5.7842,178.7759,coconut
25,16,32,24.8579,91.2955,6.5978,226.3122,coconut
22,18,22,28.2016,91.7697,6.2231,161.7372,coconut
15,21,30,25.2544,95.5719,6.2207,230.6559,coconut
